id,created_at,subject,from,to,cc,bcc,reply_to,last_event,sent_at,scheduled_at,api_key_id
0b6b5071-27f9-47ad-822a-0ed2ef5dafb9,2026-01-26 20:12:13.18398+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,gdpr@snov.io,,,,bounced,2026-01-26 20:12:13.322+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
353fa3f9-ea49-40ad-bdb8-b433038ecc64,2026-01-26 20:12:20.416965+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@findthatlead.com,,,,bounced,2026-01-26 20:12:20.546+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
36b19576-8706-4f1b-ae70-b1c84c48e971,2026-01-26 20:12:22.985735+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@voilanorbert.com,,,,bounced,2026-01-26 20:12:23.129+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
7fc3c0c1-ff5f-4def-9084-0bf253ca597c,2026-01-26 20:12:25.609981+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@adapt.io,,,,bounced,2026-01-26 20:12:25.735+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
602e2947-7338-45e9-abbc-d1fc7fe5c078,2026-01-26 20:12:32.655115+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@signalhire.com,,,,bounced,2026-01-26 20:12:32.794+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
57b61d71-0b46-45ac-8bf7-3d45cc033d7e,2026-01-26 20:12:35.051774+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@wiza.co,,,,bounced,2026-01-26 20:12:35.194+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
9dce3d20-77b0-4866-8ecc-969591b955a7,2026-01-26 20:12:41.431735+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@overloop.com,,,,bounced,2026-01-26 20:12:41.58+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
75fd30b0-f57f-4680-a99d-c7b02e206a00,2026-01-26 20:12:54.758678+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@aeroleads.com,,,,bounced,2026-01-26 20:12:54.872+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
660b44e8-0625-4f57-9599-4d069d24d808,2026-01-26 20:13:00.728753+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@getprospect.com,,,,bounced,2026-01-26 20:13:00.848+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
dda8d1f5-7add-4e40-ae69-d33086388998,2026-01-26 20:13:03.442776+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@placer.ai,,,,bounced,2026-01-26 20:13:03.608+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
e44418ed-5ac0-429c-b7b3-8ddc3777be81,2026-01-26 20:13:33.807505+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@showcase.com,,,,bounced,2026-01-26 20:13:33.986+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
881a3672-ff7d-413b-94c7-219d64ce867c,2026-01-26 20:13:42.278449+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy.department@nielsen.com,,,,bounced,2026-01-26 20:13:42.488+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
5dfd7a05-9fd4-450a-ba9a-63878b649d6e,2026-01-26 20:13:51.738846+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@infogroup.com,,,,bounced,2026-01-26 20:13:51.982+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
82109537-76fe-4bc5-a7c7-87785d03c9d8,2026-01-26 20:14:04.064321+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@match.com,,,,bounced,2026-01-26 20:14:04.23+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
5fc4633e-0424-44a5-898a-b4c43df69803,2026-01-26 20:15:32.48205+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@billiongraves.com,,,,bounced,2026-01-26 20:15:32.644+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
20ccc69f-37ad-452c-9d87-b5a08f849cb4,2026-01-26 20:15:54.639291+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@clearbit.com,,,,bounced,2026-01-26 20:15:54.783+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
b3bb6279-cf6a-499c-9be0-4df65e732da6,2026-01-26 20:16:35.270201+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@homes.com,,,,bounced,2026-01-26 20:16:35.387+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
066c596e-9b5c-455f-8a9a-d23dc3828fdc,2026-01-26 20:16:38.161376+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@midjourney.com,,,,bounced,2026-01-26 20:16:38.313+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
aac601a3-8270-454d-b8b4-e3f677726e89,2026-01-26 20:16:40.758812+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@genealogybank.com,,,,bounced,2026-01-26 20:16:40.897+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
eaf5f374-a374-492b-83c5-c5a9da42da3d,2026-01-26 20:16:49.563779+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@infobel.com,,,,bounced,2026-01-26 20:16:49.701+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
4d2af9bc-ab1b-43ab-9126-93510dc7666e,2026-01-26 20:16:56.350586+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@webmii.com,,,,bounced,2026-01-26 20:16:56.471+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
4646cfbd-7321-4f0b-8d80-f874676463c5,2026-01-26 20:17:03.318321+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@forebears.io,,,,bounced,2026-01-26 20:17:03.468+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
e8359df7-7997-4a16-9b4f-9b25d4594557,2026-01-26 20:17:14.472718+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@verifyed.io,,,,bounced,2026-01-26 20:17:14.672+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
c0dfdcb4-3ff1-4bff-9f18-0a6693240d61,2026-01-26 20:17:22.38602+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@loopnet.com,,,,bounced,2026-01-26 20:17:22.521+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
efb189d6-fa37-4a23-ab61-43e291a14c4c,2026-01-26 20:17:24.969995+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@healthgrades.com,,,,bounced,2026-01-26 20:17:25.14+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
03408651-d00d-41aa-a080-be47a74e7a51,2026-01-26 20:17:28.188533+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@kaspr.io,,,,bounced,2026-01-26 20:17:28.35+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
3abc180e-d3b6-44df-8cb8-02ff7175a38e,2026-01-26 20:17:31.160716+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@vitals.com,,,,bounced,2026-01-26 20:17:31.279+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
28d3a76a-3194-44d4-8255-bc4107ebcaf9,2026-01-26 20:17:33.90681+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,gdpr@dropcontact.io,,,,bounced,2026-01-26 20:17:34.034+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
0268b53d-5592-4753-8314-1093e30732c1,2026-01-26 20:17:44.178347+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@emailhunter.co,,,,bounced,2026-01-26 20:17:44.365+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
ce89401b-63a5-417e-b7b8-f822827e8f89,2026-01-26 20:18:13.330047+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@prospectlinker.com,,,,bounced,2026-01-26 20:18:13.497+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
be428aef-f450-4238-97df-2f02adad213a,2026-01-26 20:18:16.053765+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@swordfish.ai,,,,bounced,2026-01-26 20:18:16.206+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
d57a6cd3-969f-44b9-af3b-cba4316e3413,2026-01-26 20:18:37.556154+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@viantinc.com,,,,bounced,2026-01-26 20:18:37.683+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
99ff1190-ea5c-420d-871f-fd6fe428bfb6,2026-01-26 20:18:58.76629+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@trellis.law,,,,bounced,2026-01-26 20:18:58.908+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
c316afb6-339f-480b-8b43-9abb8c659daf,2026-01-26 20:19:04.982324+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@docketalarm.com,,,,bounced,2026-01-26 20:19:05.116+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
28d176e2-9b7b-4150-8a85-caf04cafd11a,2026-01-26 20:19:08.207653+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@legacy.com,,,,bounced,2026-01-26 20:19:08.366+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
325d273a-d06d-470d-95cc-16a0bc4aec4d,2026-01-27 12:17:19.844438+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@intelius.com,,,,bounced,2026-01-27 12:17:19.995+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
986f23dd-e5d8-4d48-9d4a-49a9e632a696,2026-01-27 19:13:09.039774+00,📋 Update: TKT-2026-00003 - IN PROGRESS,GhostMyData <noreply@send.ghostmydata.com>,test@example.com,,,,bounced,2026-01-27 19:13:09.172+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
6f164537-2d3c-4f12-ba52-2a275e9bb4cf,2026-01-27 19:28:48.813597+00,✅ Ticket Resolved: TKT-2026-00001,GhostMyData <noreply@send.ghostmydata.com>,test@example.com,,,,bounced,2026-01-27 19:28:48.995+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
1be422a1-c350-432d-8b18-cb8ca300605b,2026-01-28 02:57:01.386498+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@artbreeder.com,,,,bounced,2026-01-28 02:57:01.527+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
a3ceb52e-2f24-46cb-aaec-b5bac167f8cd,2026-01-28 02:57:01.39328+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@x.ai,,,,bounced,2026-01-28 02:57:01.522+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
873e1681-bcfd-45f0-9749-f7587ef811d7,2026-01-28 02:57:02.510492+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@gettyimages.com,,,,bounced,2026-01-28 02:57:02.641+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
52b2ce8a-0805-4302-aec2-95414441cf98,2026-01-28 02:57:02.541607+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@midjourney.com,,,,bounced,2026-01-28 02:57:02.704+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
ea3ed5be-9253-401f-af2f-48d82a3eba3b,2026-01-28 02:57:41.072163+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,contact@laion.ai,,,,bounced,2026-01-28 02:57:41.236+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
1102444a-2774-4400-b5b2-bd3aea6c725c,2026-01-28 02:57:41.956815+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@peoplewise.com,,,,bounced,2026-01-28 02:57:42.098+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
d24682bb-a591-4e7f-9522-d70486babc49,2026-01-28 02:57:43.877141+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@virtory.com,,,,bounced,2026-01-28 02:57:44.032+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
49732a51-dc8d-44a7-bde6-33c188bbe317,2026-01-28 02:57:44.77246+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@vericora.com,,,,bounced,2026-01-28 02:57:44.912+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
476428e0-b9cd-47ed-b4e2-aba8ade28aed,2026-01-28 02:57:47.26412+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (3 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@google.com,,,,bounced,2026-01-28 02:57:47.411+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
1d292683-b52b-4cb2-a3d3-9ca50b1e35b4,2026-01-28 02:57:49.176124+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@courtrecords.org,,,,bounced,2026-01-28 02:57:49.321+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
54528bd1-f67b-41d3-bb35-8a9004d3619e,2026-01-28 02:57:50.049984+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@arrestfacts.com,,,,bounced,2026-01-28 02:57:50.198+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
dfc67f94-4984-47d3-ba15-6350ecbb8116,2026-01-28 02:57:52.8898+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@residentsinfo.com,,,,bounced,2026-01-28 02:57:53.017+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
26ca7a42-25d3-4851-b202-547597ca31d6,2026-01-28 02:57:53.366354+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@eniro.se,,,,bounced,2026-01-28 02:57:53.498+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
aaeb2937-18eb-4299-a50a-983af13aaf6d,2026-01-28 02:57:54.260547+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@phonelookup.com,,,,bounced,2026-01-28 02:57:54.394+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
1adb8fd2-80f8-4b1b-9e2c-305964a92de2,2026-01-28 02:57:55.668213+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@pimeyes.com,,,,bounced,2026-01-28 02:57:55.833+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
14dfd86c-f38c-4ea0-919a-7ef86736c3e2,2026-01-28 02:57:56.73074+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@hiya.com,,,,bounced,2026-01-28 02:57:56.891+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
6194ec86-e3bd-4231-98c2-3144ec9c8ce5,2026-01-28 02:57:57.197674+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@socialcatfish.com,,,,bounced,2026-01-28 02:57:57.356+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
6f4e9058-2041-4583-a019-a105a1dc9beb,2026-01-28 02:57:57.718926+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@truecaller.com,,,,bounced,2026-01-28 02:57:57.849+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
d9ff6fe5-ee99-41e6-bb45-e6e62f6696e9,2026-01-28 02:57:59.127986+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@support.yandex.com,,,,bounced,2026-01-28 02:57:59.268+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
065f8375-c72e-4cbb-8ecf-2330a171c97f,2026-01-28 02:57:59.623039+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@calleridtest.com,,,,bounced,2026-01-28 02:57:59.793+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
7de442d2-6eb4-43b5-a6db-cc295b075b18,2026-01-28 02:58:00.525748+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@oldphonebook.com,,,,bounced,2026-01-28 02:58:00.658+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
09f9e483-4650-4cfc-b984-253f3f67225f,2026-01-28 02:58:01.046273+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@resemble.ai,,,,bounced,2026-01-28 02:58:01.216+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
064dfa59-1a75-4dcc-90fa-d1e660155ec2,2026-01-28 02:58:02.5754+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@nextroll.com,,,,bounced,2026-01-28 02:58:02.723+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
811c6923-f50a-4ce8-87b1-a7b0332cfd2c,2026-01-28 02:58:03.963075+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@towerdata.com,,,,bounced,2026-01-28 02:58:04.131+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
edf4f184-88cc-4e59-b00c-4bd4bf40844d,2026-01-28 02:58:04.425875+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy.department@nielsen.com,,,,bounced,2026-01-28 02:58:04.557+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
18da4960-3d08-4ba9-91e7-2e9aad017aa4,2026-01-28 02:58:04.961213+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@beenverifiedpeople.com,,,,bounced,2026-01-28 02:58:05.093+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
71a11baa-7a3b-438e-a4fc-d671de8cd769,2026-01-28 02:58:07.524506+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@infofree.com,,,,bounced,2026-01-28 02:58:07.704+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
0eb11708-a42e-4a98-a488-1feb1687df29,2026-01-28 02:58:07.972927+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@centeda.com,,,,bounced,2026-01-28 02:58:08.141+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
6991b710-9f44-46dd-a5d1-d22f17e2bc29,2026-01-28 02:58:09.450995+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@kwold.com,,,,bounced,2026-01-28 02:58:09.604+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
7341a371-7eb1-4468-a863-ff4a3b6ced6e,2026-01-28 02:58:10.326885+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@newenglandfacts.com,,,,bounced,2026-01-28 02:58:10.493+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
4276688a-595a-4868-b245-e2becddc095e,2026-01-28 02:58:10.79912+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@pub360.com,,,,bounced,2026-01-28 02:58:10.978+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
09eee8b7-7111-47f2-8cd2-346c5223e63c,2026-01-28 02:58:11.691534+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@profileengine.com,,,,bounced,2026-01-28 02:58:11.885+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
a992f8ff-4639-4611-88f6-531e6b4bf57c,2026-01-28 02:58:12.148926+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@fnis.com,,,,bounced,2026-01-28 02:58:12.296+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
527df70c-a141-41e1-860b-2d51e3913570,2026-01-28 02:58:13.11884+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@nctue.com,,,,bounced,2026-01-28 02:58:13.272+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
