id,created_at,subject,from,to,cc,bcc,reply_to,last_event,sent_at,scheduled_at,api_key_id
5c162195-763f-414f-8061-0d3f6e250eb3,2026-01-28 02:58:22.861335+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@webmii.com,,,,suppressed,2026-01-28 02:58:23.009+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
bac985c4-7c23-41cc-b1c9-8a128ff677ef,2026-01-28 02:58:25.324112+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@verifyed.io,,,,suppressed,2026-01-28 02:58:25.448+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
cdad6436-bb95-4e94-b433-6a425aeeffb9,2026-01-28 02:58:26.70505+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@healthgrades.com,,,,suppressed,2026-01-28 02:58:26.823+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
058de33b-5e9d-45ca-93a9-0cbd30aa6599,2026-01-28 02:58:27.365671+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (2 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@vitals.com,,,,suppressed,2026-01-28 02:58:27.486+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
73e3069b-5eb6-4c1b-8276-d3c8a272b5d9,2026-01-28 02:58:35.557045+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@showcase.com,,,,suppressed,2026-01-28 02:58:35.704+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
1f8eeae1-7957-4d14-ad19-1d2759ef8769,2026-01-28 11:26:16.88575+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@homes.com,,,,suppressed,2026-01-28 11:26:17.049+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
f1a82103-e8a1-43e4-98b7-c3669954a4ef,2026-01-28 11:26:20.191465+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,gdpr@dropcontact.io,,,,suppressed,2026-01-28 11:26:20.346+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
eaeda4e4-0cbb-4f84-b646-8d2c6a8b1933,2026-01-28 11:26:23.02149+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@swordfish.ai,,,,suppressed,2026-01-28 11:26:23.15+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
8ec3177a-9bba-42d9-9520-c0fa430f5a43,2026-01-28 11:26:23.487822+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@trellis.law,,,,suppressed,2026-01-28 11:26:23.654+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
cbae38f8-77c0-4b06-a6e1-fb920d36e7ae,2026-01-28 11:26:35.73011+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,removal@mugshots.com,,,,suppressed,2026-01-28 11:26:35.878+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
c3b7c66d-2399-44e4-82c1-5bf77f04a280,2026-01-29 00:19:00.984086+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@wiza.co,,,,suppressed,2026-01-29 00:19:01.136+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
794d50fc-f220-438f-8b46-0dad65ebf7f7,2026-01-29 00:19:06.59437+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (1 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@realtor.com,,,,suppressed,2026-01-29 00:19:06.736+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
094b832a-e9a1-43d3-b679-ae824900eb68,2026-01-29 00:19:32.592084+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta (3 records),GhostMyData <noreply@send.ghostmydata.com>,privacy@microsoft.com,,,,suppressed,2026-01-29 00:19:32.728+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
6e10c72c-cdd7-4a62-b08c-aab366ec31fe,2026-01-29 07:46:24.457881+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@pika.art,,,,suppressed,2026-01-29 07:46:24.593+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
28c9b602-b3cb-4843-a801-093b5c91e619,2026-01-29 07:46:38.484971+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@starryai.com,,,,suppressed,2026-01-29 07:46:38.62+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
870f4f90-0937-4ac3-9508-f636d573f5b4,2026-01-29 07:57:59.391055+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@peoplefinder.com,,,,suppressed,2026-01-29 07:57:59.54+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
3b377486-43fb-46fa-9dc3-9d6586b6d366,2026-01-29 07:58:03.272765+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@peoplefinder.com,,,,suppressed,2026-01-29 07:58:03.387+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
b85db2a7-3eaf-4ba3-80fd-0bc5d541f135,2026-01-29 08:19:16.20433+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@peoplefinder.com,,,,suppressed,2026-01-29 08:19:16.345+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
0cfccf59-71b0-4ca3-bc91-7194804e8693,2026-01-29 08:19:23.907662+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@peoplefinder.com,,,,suppressed,2026-01-29 08:19:24.02+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
b8419091-49d0-4227-be87-d94368e53c02,2026-01-29 08:20:10.4274+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@microsoft.com,,,,suppressed,2026-01-29 08:20:10.573+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
